no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
1,0,0,3,0,-0.7032119657158546,0,0,0,1.0102747571728408,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,1.9989369862685438,0,0,0,-0.05697054990071705,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.14414666530528952,0,0,0,-0.512328547585435,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,-0.9478030346454769,0,0,0,0.24185813607987913,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,1,0,1,0,-0.5867400281303202,0,0,0,1.3830991177772034,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,0,0.37997705382961533,0,0,0,0.1849383863692894,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,3,0,3.1869507496409946,0,0,0,-0.7257776090001465,3,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,2,0,-0.5634456406132133,0,0,0,-1.8832407193649892,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.8080367095428356,0,0,0,-0.54562660116613,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,1,1,1,0,-0.8313310970599425,0,0,0,1.8427260966902157,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,0,3,0,0.1819747599342068,0,0,0,-0.37572114828001973,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.8779198720941562,0,0,0,2.6040277490693535,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,2.4065887678179143,0,0,0,0.32723776064576376,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,0,0.53139057269081,0,0,0,-0.012857743875010078,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,-0.2606186028908239,0,0,0,-0.7661906312946654,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,2,1,3,0,-0.7498007407500684,0,0,0,3.7139628684258534,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,2,2,0,1.3816357170652112,0,0,0,-0.8751919519904446,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,2,0,-0.7730951282671753,0,0,0,1.0102747571728408,3,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,0.0887972098657793,0,0,0,0.1801002076438892,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True
3,0,0,1,0,-0.44697370302767897,0,0,0,-0.15373412440871978,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,1.195280616928356,0,0,0,0.7541358834751869,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,1,0,-0.49356247806189274,0,0,0,-0.2391137489746044,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
3,0,1,3,0,-0.342148959200698,0,0,0,0.23047418613776102,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,2,2,5,0,-0.6216816094059806,0,0,0,3.5602795442072614,0,1,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0,1,0,-0.49356247806189274,0,0,0,-0.8111572335660312,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,2,0,-0.9710974221625838,0,0,0,-0.8751919519904446,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,2,1,0,0.35668266631250845,0,0,0,-0.7826973587107363,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,2,0,0.9041007729645201,0,0,0,-0.6475129531480857,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,2.69776861178175,0,0,0,0.07679086191916894,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
3,0,0,2,0,-0.8196839033013891,0,0,0,2.091750001674046,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,0,2.511413511644895,0,0,0,-0.3842591107366081,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.9361558408869235,0,0,0,-1.2949751061060442,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,3,0,0.37997705382961533,0,0,0,0.12659564291593497,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,1.4631660733750853,0,0,0,-0.09966036218365937,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.7730951282671753,1,1,0,-0.3842591107366081,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
3,0,0,1,0,-0.8546254845770493,0,0,0,0.9818148823175459,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False
2,0,2,3,0,-0.15579385906384294,0,0,0,0.8281315580989533,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,2,0,-0.43532650926912553,0,0,0,-0.24281353270579262,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,3,0,-0.92450864712837,0,0,0,-1.0587581448070966,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,-0.3654433467178049,0,0,0,-1.595795983326511,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
3,0,0,4,0,0.6012737352421307,0,0,0,0.7811727645877167,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,1,0,-0.9710974221625838,1,0,3,0.1849383863692894,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False
2,2,2,3,0,0.29844669751974123,0,0,0,3.8164184179049156,0,1,True,False,False,False,False,False,False,True,False,False,False,False,True
2,0,2,3,0,0.9390423542401805,0,0,0,-0.11531329335407146,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,0.9157479667230736,0,0,0,0.12659564291593497,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,1,1,0,0.7759816416204323,0,0,0,0.44107726006694326,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,1.428224492099425,0,0,0,-0.20496189914825047,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.6449759969230875,0,0,0,0.9681541423870046,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False
2,0,0,3,0,-0.6799175781987478,0,0,0,0.725676008619892,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9361558408869235,1,0,2,-1.09575598211898,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,4,0,1.2535165857211232,0,0,0,-0.01854971884606913,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1,2,7,0,-0.06261630899541543,0,0,0,-0.7886739324303481,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.9361558408869235,0,0,0,-0.5322504599841416,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.7498007407500684,0,0,0,-0.7826973587107363,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,2,4,0,1.8591706611659025,0,0,0,0.1849383863692894,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,1,0,-0.6915647719573013,0,0,0,1.5794722542787383,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
3,0,2,5,0,0.8109232228960926,0,0,0,0.5136499409479451,2,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,0,0,2.0688201488198645,0,0,0,-1.0388362324083902,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.07426350275396887,0,0,0,-0.20496189914825047,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9128614533698166,1,0,1,0.40977139772611904,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,2,1,0,0.17032756617565337,0,0,0,0.5122269472051805,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,-0.12085227778818262,0,0,0,-0.6688578592895569,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,3,0,1.3350469420309974,0,0,0,-1.4941942300931081,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False
2,0,2,2,0,1.0438670980671614,0,0,0,1.3845221115199684,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,3,0,0.9390423542401805,0,0,0,0.1849383863692894,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,2,0,-0.16744105282239638,0,0,0,0.8281315580989533,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,1,0,-0.7614479345086218,0,0,0,0.11862687795645237,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,-0.12085227778818262,0,0,0,0.9220491451214268,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,-0.9012142596112631,0,0,0,-0.6475129531480857,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,-0.19073544033950326,0,0,0,-0.8168492085370903,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.633328803164534,0,0,0,-0.9221507455016814,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,-0.24897140913227048,0,0,0,1.5623963293655614,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,4,0,0.2867995037611878,0,0,0,-0.9534566078425055,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,3,0,1.6145795922362802,0,0,0,-0.6088075233448846,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,5,0,0.05385562859011898,0,0,0,0.30731584824705727,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,4,0,-0.6100344156474271,0,0,0,0.9220491451214268,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,0,0,2.0688201488198645,0,0,0,-1.0388362324083902,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.9827446159211373,0,0,0,0.32723776064576376,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,0,0,0.018914047314458653,0,0,0,-0.512328547585435,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
3,0,1,4,0,0.3100938912782947,0,0,0,1.3318713430376732,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,2,0,-0.41203212175201864,0,0,0,-0.8111572335660312,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,-0.8313310970599425,0,0,0,-0.09966036218365937,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,1.3466941357895508,0,0,0,-0.8942600681434922,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.5401512530961065,0,0,0,-0.05697054990071705,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,1,0,1.1021030668599285,0,0,0,-0.9534566078425055,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,4,7,0,-0.9478030346454769,0,0,0,0.07109888694810988,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,2,0,0.5896265414835772,0,0,0,0.05971493700599177,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,0.7526872541033254,0,0,0,0.30731584824705727,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1,2,1,0,-0.9012142596112631,0,0,0,-0.30855584362152383,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,1,1,-0.9943918096796907,1,0,6,-1.522654104948403,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,3,0,0.2052691474513137,0,0,0,-0.6688578592895569,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.9827446159211373,0,0,0,-1.0473741948649786,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.6915647719573013,0,0,0,1.0956543817387254,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,2,0,3,0,0.5663321539664704,0,0,0,2.715021261005004,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,0,2,1,2.1037617300955245,0,0,0,-0.20496189914825047,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,2,0,3,0,-0.5867400281303202,0,0,0,3.16639487620998,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True
2,0,2,3,0,-0.8080367095428356,0,0,0,-0.9329654979466933,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,0.030561241073012096,0,0,0,0.2475501110509382,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.3188545716835911,0,0,0,1.024504694600488,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,4,0,-0.6449759969230875,0,0,0,-0.12812023703895423,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.38873773423491176,0,0,0,-0.7172396465435582,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,4,0,1.4165772983408715,0,0,0,-0.6475129531480857,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,0.4149186351052756,0,0,0,0.05117697454940339,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
0,2,2,5,0,1.0904558731013752,0,0,0,0.4982816085260861,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,2,2,0,-0.8546254845770493,0,0,0,-0.38738969697069053,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,0,-0.9128614533698166,1,1,16,-1.0388362324083902,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,2,0,0.3683298600710619,0,0,0,-0.7826973587107363,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,1,0,-0.07426350275396887,0,0,0,-0.40560401687807923,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,2.511413511644895,0,0,0,0.32723776064576376,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,2,0,0.1819747599342068,0,0,0,-0.0939683872126003,4,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,-0.6682703844401944,0,0,0,-0.20325430665693273,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,1.9407010174757764,0,0,0,-1.4238983392005298,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
3,0,2,1,0,-0.12085227778818262,0,0,0,1.844149090432981,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,3,0,2.6628270305060897,0,0,0,-0.8111572335660312,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,-0.13249947154673608,0,0,0,-0.6688578592895569,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.9128614533698166,0,0,0,-0.24195973646013372,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,2,2,0,-0.7963895157842822,0,0,0,-1.1845507916674998,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,2.161997698888292,0,0,0,-0.906782413079822,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,0,1,0,-0.9128614533698166,0,0,0,-0.640397984434262,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,5,0,-0.92450864712837,0,0,0,-0.9534566078425055,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,1,0,-0.9361558408869235,0,0,0,0.32723776064576376,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,0.007266853555905214,0,0,0,0.025563087179638243,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,4,0,-0.4236793155105721,0,0,0,-0.8410401021640908,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.6682703844401944,0,0,0,1.4940926297128536,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,3,0,-0.14414666530528952,0,0,0,-1.0152145362784954,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,1,0,-0.5285040593375531,0,0,0,-0.40133503564978484,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.633328803164534,0,0,0,0.6402963840540074,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9943918096796907,1,0,4,-1.09575598211898,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,4,0,-0.1092050840296292,0,0,0,0.537840834574946,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.5983872218888737,0,0,0,2.917086372477597,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False
2,0,2,1,0,0.5430377664493635,0,0,0,0.30731584824705727,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,3,0,-0.5285040593375531,0,0,0,1.0501185819702537,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,3,0,0.042208434831565535,0,0,0,-0.5991311658940843,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
0,2,1,3,0,-0.8080367095428356,0,0,0,-0.7471225151416178,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9827446159211373,1,0,4,-0.41271898559190295,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False
0,2,1,1,0,-0.5867400281303202,0,0,0,-0.967686545270153,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True
2,1,0,2,0,0.0887972098657793,0,0,0,0.5122269472051805,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,2,2,1,0,0.7060984790691116,0,0,0,2.1259018515003993,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,1,2,0,0.3683298600710619,0,0,0,-0.4887068514555403,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,1.195280616928356,0,0,0,0.7541358834751869,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.8895670658527097,0,0,0,-0.24195973646013372,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
3,0,0,2,0,-0.6449759969230875,0,0,0,-0.4155649730774323,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,0,-0.9943918096796907,0,0,0,0.8964352577516612,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,2,0,-0.8196839033013891,0,0,0,-0.5265584850130824,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,-0.9594502284040304,0,0,0,0.7541358834751869,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,2,2,0,-0.342148959200698,0,0,0,-1.0818106434398855,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,4,0,-0.8313310970599425,0,0,0,1.280643568298142,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,4,0,-0.2606186028908239,0,0,0,-1.1313308256880985,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,0,0.37997705382961533,0,0,0,0.1849383863692894,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
3,0,0,1,1,-0.9594502284040304,0,0,0,2.4048086250822895,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,1,0,0.53139057269081,0,0,0,1.6648518788446227,3,0,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,2,0,-0.6799175781987478,0,0,0,1.0102747571728408,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,1.486460460892192,0,0,0,-0.7172396465435582,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.6566231906816409,0,0,0,-0.47163092654236316,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.4003849279934652,0,0,0,-0.35864522336684257,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,0,0,-0.9710974221625838,0,0,0,0.1564785115139945,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,1,1,-0.92450864712837,0,0,0,1.73600156598286,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.24897140913227048,0,0,0,-1.1313308256880985,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False
2,1,2,1,0,-0.09755789027107575,0,0,0,0.17924641139823033,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.47026809054478586,0,0,0,-0.7172396465435582,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,2,0,-0.8546254845770493,1,0,3,-0.6973177341448518,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,3,0,-0.14414666530528952,0,0,0,-0.5074903688600348,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
4,0,1,2,0,-0.633328803164534,0,0,0,2.6794464174358854,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,2,2,0,-0.3654433467178049,0,0,0,-1.0530661698360377,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,2,0,0.10044440362433274,0,0,0,-0.6381211944458384,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
3,0,0,1,0,-0.842978290818496,0,0,0,0.6687562589093022,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,1,0,-0.342148959200698,0,0,0,-2.945647847713147,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False
2,0,0,2,0,2.4065887678179143,0,0,0,0.32723776064576376,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,2,0,-0.05096911523686199,0,0,0,-0.41755716431730316,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,2,0,2.0921145363369713,0,0,0,-0.3842591107366081,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,1,0,0.22856353496842058,0,0,0,-0.8111572335660312,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,0.7992760291375391,0,0,0,-0.07689246229942354,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,1.451518879616532,0,0,0,-0.20496189914825047,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.30720737792503766,0,0,0,-0.5265584850130824,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.4236793155105721,0,0,0,0.10240474928893407,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,2.511413511644895,0,0,0,0.32723776064576376,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,2.7327101930574105,0,0,0,0.32723776064576376,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,1,0,-0.03932192147830855,0,0,0,-0.512328547585435,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,-0.49356247806189274,0,0,0,-0.2561896738877812,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
3,0,2,2,0,0.3916242475881688,0,0,0,1.0373116382853704,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,4,0,-0.9012142596112631,0,0,0,-1.0792492547029089,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,1,0,-0.7963895157842822,0,0,0,-0.5265584850130824,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False
2,0,2,4,0,0.9390423542401805,0,0,0,-0.4554087978748453,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,-0.7032119657158546,0,0,0,-0.5550183598683773,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False
2,0,1,1,0,0.3683298600710619,0,0,0,0.691524158793538,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.8779198720941562,0,0,0,0.4032256265094011,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,4,0,0.636215316517791,0,0,0,-0.5911624009346017,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,-0.8313310970599425,0,0,0,2.142977776413577,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,-0.47026809054478586,0,0,0,1.844149090432981,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,4,0,-0.7265063532329615,0,0,0,0.7111614724436919,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.8196839033013891,0,0,0,-0.41271898559190295,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.15579385906384294,0,0,0,0.3841575103563535,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,-0.15579385906384294,0,0,0,-0.2305757865180156,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,1.486460460892192,0,0,0,0.7541358834751869,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,3,0,-0.9128614533698166,0,0,0,-1.2095954815401595,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.8196839033013891,0,0,0,-0.32733936102601835,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.6682703844401944,0,0,0,0.2731639984207033,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,2,0,-0.7032119657158546,0,0,0,-1.106001537066886,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,0.7759816416204323,0,0,0,-0.8111572335660312,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,-0.24897140913227048,0,0,0,0.7541358834751869,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,2,0,-0.06261630899541543,0,0,0,0.9248951326069561,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,3,0,0.9390423542401805,0,0,0,0.1849383863692894,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
3,0,2,1,0,-0.5867400281303202,0,0,0,-0.05953193863769369,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,2,0,1.486460460892192,0,0,0,-0.01854971884606913,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,2,0,1,0,-0.7614479345086218,0,0,0,3.628583243859969,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,2,5,0,1.1137502606184821,0,0,0,0.2475501110509382,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,-0.8779198720941562,0,0,0,2.9327393036480096,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,3,0,0.13538598489999307,0,0,0,-1.4264597279375062,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,0.44986021638093593,0,0,0,0.30731584824705727,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,4,0,0.2867995037611878,0,0,0,-0.9534566078425055,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
3,0,1,4,0,1.2768109732382302,0,0,0,1.0458496007419593,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
